TF	Target	SignedQuantile	combStability	combPCorr	stroke	stroke-width	stroke-dasharray
HOPX	FMO2	0.98295	50.15	0.149	rgb(219,189,189)	1.9899	2,2
HOPX	GOLM1	0.98295	50.15	0.146	rgb(219,189,189)	1.9899	2,2
HOPX	LIMS1	0.98295	50.15	0.155	rgb(219,187,188)	1.9899	2,2
HOPX	PDPN	0.98295	50.15	0.151	rgb(219,188,188)	1.9899	2,2
HOPX	TPT1	0.98295	50.15	0.151	rgb(219,188,188)	1.9899	2,2
ID3	S100A6	0.98295	50.15	0.153	rgb(219,188,188)	1.9899	2,2
IRF1	ENSMMUG00000041662	0.98295	50.15	0.149	rgb(219,188,189)	1.9899	2,2
IRF1	SERPINB1	0.98295	50.15	0.15	rgb(219,188,189)	1.9899	None
LTF	LRG1	0.98295	50.15	0.149	rgb(219,189,189)	1.9899	2,2
LTF	SLC39A8	0.98295	50.15	0.145	rgb(219,189,190)	1.9899	2,2
PDZK1IP1	EMP2	0.98295	50.15	0.153	rgb(219,188,188)	1.9899	None
PDZK1IP1	ENSMMUG00000002676	0.98295	50.15	0.151	rgb(219,188,189)	1.9899	2,2
PDZK1IP1	ENSMMUG00000003867	0.98295	50.15	0.153	rgb(219,188,188)	1.9899	2,2
PDZK1IP1	ENSMMUG00000005494	0.98295	50.15	0.149	rgb(219,189,189)	1.9899	2,2
PDZK1IP1	ENSMMUG00000021980	0.98295	50.15	0.154	rgb(219,188,188)	1.9899	2,2
PDZK1IP1	RPL7A	0.98295	50.15	0.153	rgb(219,188,188)	1.9899	None
PDZK1IP1	RPS5	0.98295	50.15	0.151	rgb(219,188,189)	1.9899	None
PDZK1IP1	S100A6	0.98295	50.15	0.151	rgb(219,188,188)	1.9899	None
STAT1	SAMD9L	0.98295	50.15	0.151	rgb(219,188,188)	1.9899	None
ZNF385B	LGALS17C	0.98295	50.15	0.151	rgb(219,188,189)	1.9899	2,2
BPTF	ID2	0.9807	50.18	0.176	rgb(219,183,184)	1.9905	None
BPTF	RTKN2	0.9807	50.18	0.184	rgb(219,182,182)	1.9905	None
BPTF	TIMP3	0.9807	50.18	0.179	rgb(219,183,183)	1.9905	None
CEBPZ	EIF4A1	0.9807	50.18	0.184	rgb(219,182,182)	1.9905	None
CREBL2	NAPSA	0.9807	50.18	0.184	rgb(219,182,182)	1.9905	None
GTF2B	RNF213	0.9807	50.18	0.182	rgb(219,182,183)	1.9905	None
HES6	KLF11	0.9807	50.18	0.177	rgb(219,183,184)	1.9905	None
IRF9	STAT1	0.9807	50.18	0.182	rgb(219,182,183)	1.9905	None
MESP2	PPP1R14C	0.9807	50.18	0.181	rgb(219,183,183)	1.9905	None
MSGN1	S100A10	0.9807	50.18	0.18	rgb(219,183,183)	1.9905	None
MTERF1	ETS2	0.9807	50.18	0.178	rgb(219,183,183)	1.9905	None
POU4F2	SFTPD	0.9807	50.18	0.176	rgb(219,183,184)	1.9905	None
PRDM4	SPARC	0.9807	50.18	0.183	rgb(219,182,182)	1.9905	None
PROX2	BMP3	0.9807	50.18	0.177	rgb(219,183,184)	1.9905	None
PROX2	MAP3K8	0.9807	50.18	0.175	rgb(219,184,184)	1.9905	None
RBPJL	COL4A1	0.9807	50.18	0.179	rgb(219,183,183)	1.9905	None
RFX8	PDLIM2	0.9807	50.18	0.176	rgb(219,183,184)	1.9905	None
SKOR2	STAT3	0.9807	50.18	0.178	rgb(219,183,183)	1.9905	None
TERF2	HEATR5A	0.9807	50.18	0.176	rgb(219,183,184)	1.9905	None
ZBTB20	FGD3	0.9807	50.18	0.184	rgb(219,182,182)	1.9905	None
ZBTB20	SERTAD3	0.9807	50.18	0.183	rgb(219,182,182)	1.9905	None
ZFP92	MID1IP1	0.9807	50.18	0.18	rgb(219,183,183)	1.9905	None
ZKSCAN7	EIF4A1	0.9807	50.18	0.179	rgb(219,183,183)	1.9905	None
ZNF101	ELF3	0.9807	50.18	0.182	rgb(219,182,183)	1.9905	None
ZNF114	ERRFI1	0.9807	50.18	0.185	rgb(219,182,182)	1.9905	None
ZNF114	HSPA8	0.9807	50.18	0.179	rgb(219,183,183)	1.9905	None
ZNF114	KLF6	0.9807	50.18	0.183	rgb(219,182,182)	1.9905	None
ZNF12	TXNIP	0.9807	50.18	0.178	rgb(219,183,183)	1.9905	None
ZNF133	GALE	0.9807	50.18	0.179	rgb(219,183,183)	1.9905	None
ZNF154	ID1	0.9807	50.18	0.184	rgb(219,182,182)	1.9905	None
ZNF154	METTL9	0.9807	50.18	0.182	rgb(219,182,183)	1.9905	None
ZNF217	HSP90B1	0.9807	50.18	0.179	rgb(219,183,183)	1.9905	None
ZNF248	ATOH8	0.9807	50.18	0.184	rgb(219,182,182)	1.9905	None
ZNF254	ELF3	0.9807	50.18	0.181	rgb(219,182,183)	1.9905	None
ZNF345	COX7A2	0.9807	50.18	0.185	rgb(219,182,182)	1.9905	None
ZNF423	ARFGAP3	0.9807	50.18	0.184	rgb(219,182,182)	1.9905	None
ZNF429	CTSH	0.9807	50.18	0.177	rgb(219,183,184)	1.9905	None
ZNF433	HOOK1	0.9807	50.18	0.178	rgb(219,183,183)	1.9905	None
ZNF440	CYP4B1	0.9807	50.18	0.177	rgb(219,183,184)	1.9905	None
ZNF534	TAGLN2	0.9807	50.18	0.182	rgb(219,182,183)	1.9905	None
ZNF565	CLDN7	0.9807	50.18	0.185	rgb(219,182,182)	1.9905	None
ZNF589	COL4A1	0.9807	50.18	0.179	rgb(219,183,183)	1.9905	None
ZNF614	TKT	0.9807	50.18	0.176	rgb(219,183,184)	1.9905	None
ZNF626	NR4A1	0.9807	50.18	0.179	rgb(219,183,183)	1.9905	None
ZNF735	CAV1	0.9807	50.18	0.181	rgb(219,182,183)	1.9905	None
ATF3	ENSMMUG00000002083	0.97875	50.14	0.139	rgb(219,191,191)	1.9897	2,2
CEBPD	ENSMMUG00000041076	0.97875	50.14	0.136	rgb(218,191,191)	1.9897	2,2
CEBPD	MMP7	0.97875	50.14	0.142	rgb(219,190,190)	1.9897	2,2
DNTTIP1	CP	0.97875	50.14	0.138	rgb(219,191,191)	1.9897	2,2
EGR1	ZFP36	0.97875	50.14	0.138	rgb(219,191,191)	1.9897	None
EHF	CXCL2	0.97875	50.14	0.143	rgb(219,190,190)	1.9897	2,2
EHF	LCN2	0.97875	50.14	0.143	rgb(219,190,190)	1.9897	None
ETV1	ENSMMUG00000039375	0.97875	50.14	0.144	rgb(219,190,190)	1.9897	2,2
ETV1	SFTPA1	0.97875	50.14	0.144	rgb(219,189,190)	1.9897	None
ETV1	SFTPD	0.97875	50.14	0.145	rgb(219,189,190)	1.9897	None
ETV5	C16orf89	0.97875	50.14	0.141	rgb(219,190,190)	1.9897	2,2
HOPX	ABCA3	-0.97875	50.14	-1.4E-01	rgb(187,199,222)	1.9897	2,2
HOPX	CHCHD6	0.97875	50.14	0.144	rgb(219,189,190)	1.9897	2,2
HOPX	COL4A4	0.97875	50.14	0.138	rgb(219,191,191)	1.9897	2,2
HOPX	ENSMMUG00000002320	0.97875	50.14	0.14	rgb(219,190,191)	1.9897	2,2
HOPX	MXRA7	0.97875	50.14	0.138	rgb(219,191,191)	1.9897	2,2
HOPX	PLP2	0.97875	50.14	0.141	rgb(219,190,190)	1.9897	2,2
HOPX	RPS9	0.97875	50.14	0.143	rgb(219,190,190)	1.9897	2,2
HOPX	TSTD1	0.97875	50.14	0.143	rgb(219,190,190)	1.9897	2,2
ID3	CAV1	0.97875	50.14	0.136	rgb(218,191,191)	1.9897	2,2
IRF1	CSF1	0.97875	50.14	0.137	rgb(219,191,191)	1.9897	None
IRF1	CXCL3	0.97875	50.14	0.141	rgb(219,190,190)	1.9897	2,2
IRF1	ENSMMUG00000019251	0.97875	50.14	0.139	rgb(219,190,191)	1.9897	2,2
IRF1	STAT1	0.97875	50.14	0.142	rgb(219,190,190)	1.9897	None
LTF	LCN2	0.97875	50.14	0.143	rgb(219,190,190)	1.9897	2,2
NFKB2	CCL20	0.97875	50.14	0.142	rgb(219,190,190)	1.9897	None
PDZK1IP1	CD99	0.97875	50.14	0.141	rgb(219,190,190)	1.9897	2,2
PDZK1IP1	ENSMMUG00000000422	0.97875	50.14	0.139	rgb(219,191,191)	1.9897	2,2
PDZK1IP1	ENSMMUG00000009157	0.97875	50.14	0.14	rgb(219,190,191)	1.9897	2,2
PDZK1IP1	ENSMMUG00000010029	0.97875	50.14	0.137	rgb(219,191,191)	1.9897	2,2
PDZK1IP1	ENSMMUG00000013237	0.97875	50.14	0.139	rgb(219,191,191)	1.9897	2,2
PDZK1IP1	RPL8	0.97875	50.14	0.14	rgb(219,190,190)	1.9897	2,2
PDZK1IP1	RPS9	0.97875	50.14	0.139	rgb(219,190,191)	1.9897	None
PDZK1IP1	RPSA	0.97875	50.14	0.142	rgb(219,190,190)	1.9897	2,2
PDZK1IP1	SPARC	0.97875	50.14	0.143	rgb(219,190,190)	1.9897	None
STAT1	GBP2	0.97875	50.14	0.136	rgb(218,191,191)	1.9897	2,2
STAT1	IRF1	0.97875	50.14	0.14	rgb(219,190,191)	1.9897	None
STAT1	MX1	0.97875	50.14	0.137	rgb(219,191,191)	1.9897	None
STAT1	PARP14	0.97875	50.14	0.138	rgb(219,191,191)	1.9897	None
ATOH7	HOOK1	0.9754	50.17	0.166	rgb(219,185,186)	1.9903	None
ATOH7	MAST4	0.9754	50.17	0.165	rgb(219,185,186)	1.9903	None
CREB3	NFKBIA	0.9754	50.17	0.173	rgb(219,184,184)	1.9903	None
DLX4	CCL20	-0.9754	50.17	-1.7E-01	rgb(180,194,224)	1.9903	2,2
GRHL2	HSPB1	0.9754	50.17	0.165	rgb(219,185,186)	1.9903	None
HOMEZ	PLLP	0.9754	50.17	0.172	rgb(219,184,184)	1.9903	None
IKZF5	LPIN2	0.9754	50.17	0.166	rgb(219,185,186)	1.9903	None
IKZF5	TMPRSS2	0.9754	50.17	0.166	rgb(219,185,186)	1.9903	None
IRF7	MX1	0.9754	50.17	0.165	rgb(219,185,186)	1.9903	None
IRF9	GBP2	0.9754	50.17	0.168	rgb(219,185,185)	1.9903	2,2
IRF9	PSMB8	0.9754	50.17	0.174	rgb(219,184,184)	1.9903	None
IRF9	SAMD9L	0.9754	50.17	0.166	rgb(219,185,186)	1.9903	None
KMT2A	RND3	0.9754	50.17	0.168	rgb(219,185,185)	1.9903	None
KMT2A	TGFB2	0.9754	50.17	0.167	rgb(219,185,185)	1.9903	None
MBNL2	ZFP36L1	0.9754	50.17	0.174	rgb(219,184,184)	1.9903	None
MESP1	TFRC	0.9754	50.17	0.171	rgb(219,184,185)	1.9903	None
MESP2	IGFBP2	0.9754	50.17	0.175	rgb(219,184,184)	1.9903	None
MTF2	PDGFA	0.9754	50.17	0.17	rgb(219,185,185)	1.9903	None
NFIL3	NAPSA	0.9754	50.17	0.168	rgb(219,185,185)	1.9903	None
PLAGL1	ID3	0.9754	50.17	0.173	rgb(219,184,184)	1.9903	None
POGK	SOD2	0.9754	50.17	0.166	rgb(219,185,186)	1.9903	None
PRDM15	AHNAK	0.9754	50.17	0.166	rgb(219,185,186)	1.9903	None
RBPJL	GPX4	0.9754	50.17	0.167	rgb(219,185,185)	1.9903	None
SNAI3	HSDL2	0.9754	50.17	0.169	rgb(219,185,185)	1.9903	None
ZBTB1	DNAJB1	0.9754	50.17	0.174	rgb(219,184,184)	1.9903	None
ZBTB32	PHC2	0.9754	50.17	0.17	rgb(219,185,185)	1.9903	None
ZBTB45	TRIM8	-0.9754	50.17	-1.7E-01	rgb(179,194,224)	1.9903	None
ZBTB48	UNC13D	0.9754	50.17	0.173	rgb(219,184,184)	1.9903	None
ZFP69B	CLIC3	0.9754	50.17	0.171	rgb(219,184,185)	1.9903	None
ZFP90	MGST1	0.9754	50.17	0.17	rgb(219,185,185)	1.9903	None
ZKSCAN3	SLC39A8	0.9754	50.17	0.165	rgb(219,185,186)	1.9903	None
ZKSCAN7	NR4A2	0.9754	50.17	0.169	rgb(219,185,185)	1.9903	None
ZNF114	EPHA2	0.9754	50.17	0.172	rgb(219,184,185)	1.9903	None
ZNF114	NR4A1	0.9754	50.17	0.173	rgb(219,184,184)	1.9903	None
ZNF114	NR4A2	0.9754	50.17	0.165	rgb(219,185,186)	1.9903	None
ZNF133	COL4A2	0.9754	50.17	0.172	rgb(219,184,184)	1.9903	None
ZNF174	CCND3	0.9754	50.17	0.175	rgb(219,184,184)	1.9903	None
ZNF175	GADD45G	0.9754	50.17	0.168	rgb(219,185,185)	1.9903	None
ZNF213	GADD45B	0.9754	50.17	0.174	rgb(219,184,184)	1.9903	None
ZNF217	RNASE1	0.9754	50.17	0.168	rgb(219,185,185)	1.9903	None
ZNF248	ERRFI1	0.9754	50.17	0.171	rgb(219,184,185)	1.9903	None
ZNF280A	DBI	0.9754	50.17	0.166	rgb(219,185,186)	1.9903	None
ZNF296	ALAS1	0.9754	50.17	0.171	rgb(219,184,185)	1.9903	None
ZNF296	YBX3	0.9754	50.17	0.172	rgb(219,184,184)	1.9903	None
ZNF316	WFDC2	0.9754	50.17	0.17	rgb(219,184,185)	1.9903	None
ZNF337	RGL2	0.9754	50.17	0.174	rgb(219,184,184)	1.9903	None
ZNF445	S100A6	0.9754	50.17	0.167	rgb(219,185,185)	1.9903	None
ZNF445	TKT	0.9754	50.17	0.17	rgb(219,184,185)	1.9903	None
ZNF485	HSP90B1	0.9754	50.17	0.169	rgb(219,185,185)	1.9903	None
ZNF540	KLF11	0.9754	50.17	0.17	rgb(219,184,185)	1.9903	None
ZNF541	VARS2	0.9754	50.17	0.166	rgb(219,185,186)	1.9903	None
ZNF565	COL4A2	0.9754	50.17	0.174	rgb(219,184,184)	1.9903	None
ZNF573	ID3	0.9754	50.17	0.169	rgb(219,185,185)	1.9903	None
ZNF595	CYP4B1	0.9754	50.17	0.168	rgb(219,185,185)	1.9903	None
ZNF615	TXNIP	0.9754	50.17	0.169	rgb(219,185,185)	1.9903	None
ZNF626	MAP3K8	0.9754	50.17	0.17	rgb(219,184,185)	1.9903	None
ZNF626	SFTPD	0.9754	50.17	0.167	rgb(219,185,185)	1.9903	2,2
ZNF626	ZFP36	0.9754	50.17	0.175	rgb(219,184,184)	1.9903	None
ZNF652	C3	0.9754	50.17	0.172	rgb(219,184,185)	1.9903	None
ZNF674	S100A4	0.9754	50.17	0.17	rgb(219,185,185)	1.9903	None
ZNF677	ID1	0.9754	50.17	0.168	rgb(219,185,185)	1.9903	None
ZNF7	PDIA3	0.9754	50.17	0.174	rgb(219,184,184)	1.9903	None
ZNF704	MYO6	0.9754	50.17	0.174	rgb(219,184,184)	1.9903	None
ZNF737	EHF	0.9754	50.17	0.167	rgb(219,185,185)	1.9903	None
ZNF74	SEC24D	0.9754	50.17	0.171	rgb(219,184,185)	1.9903	None
ZSCAN1	NFKBIA	0.9754	50.17	0.172	rgb(219,184,184)	1.9903	None
ZZZ3	MET	0.9754	50.17	0.169	rgb(219,185,185)	1.9903	None
ATF3	ELF3	0.97175	50.13	0.134	rgb(218,191,192)	1.9895	2,2
ATF3	ENSMMUG00000023316	0.97175	50.13	0.132	rgb(218,192,192)	1.9895	2,2
ATF3	ENSMMUG00000041076	0.97175	50.13	0.13	rgb(218,192,193)	1.9895	2,2
ATF3	UBE2S	0.97175	50.13	0.125	rgb(218,193,193)	1.9895	None
CEBPD	ENSMMUG00000029821	0.97175	50.13	0.126	rgb(218,193,193)	1.9895	2,2
CEBPD	LCN2	0.97175	50.13	0.134	rgb(218,191,192)	1.9895	2,2
DDIT3	HERPUD1	0.97175	50.13	0.129	rgb(218,192,193)	1.9895	2,2
DNTTIP1	ENSMMUG00000006397	0.97175	50.13	0.132	rgb(218,192,192)	1.9895	2,2
DNTTIP1	SERPINB1	0.97175	50.13	0.13	rgb(218,192,192)	1.9895	2,2
DNTTIP1	WFDC2	0.97175	50.13	0.128	rgb(218,192,193)	1.9895	2,2
EHF	PIGR	0.97175	50.13	0.135	rgb(218,191,192)	1.9895	None
EHF	SLC39A8	0.97175	50.13	0.134	rgb(218,191,192)	1.9895	None
ELF3	ATF3	0.97175	50.13	0.133	rgb(218,192,192)	1.9895	None
ELF3	ZFP36	0.97175	50.13	0.13	rgb(218,192,192)	1.9895	None
ETV1	C16orf89	0.97175	50.13	0.126	rgb(218,193,193)	1.9895	2,2
ETV1	ETV5	0.97175	50.13	0.129	rgb(218,192,193)	1.9895	None
ETV1	KITLG	0.97175	50.13	0.133	rgb(218,192,192)	1.9895	None
ETV1	LRRK2	0.97175	50.13	0.128	rgb(218,193,193)	1.9895	None
ETV1	NAPSA	0.97175	50.13	0.128	rgb(218,193,193)	1.9895	None
ETV1	OLFML3	0.97175	50.13	0.131	rgb(218,192,192)	1.9895	2,2
ETV1	PPP1R14C	0.97175	50.13	0.131	rgb(218,192,192)	1.9895	None
ETV5	ENSMMUG00000039375	0.97175	50.13	0.13	rgb(218,192,192)	1.9895	2,2
ETV5	ETV1	0.97175	50.13	0.131	rgb(218,192,192)	1.9895	None
ETV5	KITLG	0.97175	50.13	0.128	rgb(218,193,193)	1.9895	None
HOPX	AHNAK	0.97175	50.13	0.131	rgb(218,192,192)	1.9895	2,2
HOPX	BDNF	0.97175	50.13	0.13	rgb(218,192,192)	1.9895	2,2
HOPX	COL4A1	0.97175	50.13	0.133	rgb(218,192,192)	1.9895	2,2
HOPX	CXCL2	-0.97175	50.13	-1.3E-01	rgb(190,200,222)	1.9895	2,2
HOPX	ENSMMUG00000000422	0.97175	50.13	0.128	rgb(218,192,193)	1.9895	2,2
HOPX	ENSMMUG00000003874	0.97175	50.13	0.13	rgb(218,192,192)	1.9895	2,2
HOPX	FAM46A	-0.97175	50.13	-1.3E-01	rgb(189,200,222)	1.9895	2,2
HOPX	GSTM4	0.97175	50.13	0.133	rgb(218,192,192)	1.9895	2,2
HOPX	ID1	0.97175	50.13	0.135	rgb(218,191,192)	1.9895	2,2
HOPX	IGFBP7	0.97175	50.13	0.134	rgb(218,191,192)	1.9895	2,2
HOPX	MYL7	0.97175	50.13	0.133	rgb(218,192,192)	1.9895	2,2
HOPX	NME1-NME2	0.97175	50.13	0.128	rgb(218,193,193)	1.9895	2,2
HOPX	PAPSS2	0.97175	50.13	0.133	rgb(218,192,192)	1.9895	2,2
HOPX	PRSS35	0.97175	50.13	0.131	rgb(218,192,192)	1.9895	2,2
HOPX	SCD5	0.97175	50.13	0.126	rgb(218,193,193)	1.9895	2,2
HOPX	SEPT10	0.97175	50.13	0.128	rgb(218,192,193)	1.9895	2,2
HOPX	SFTPC	-0.97175	50.13	-1.3E-01	rgb(189,200,222)	1.9895	2,2
ID2	ENSMMUG00000014786	0.97175	50.13	0.13	rgb(218,192,192)	1.9895	2,2
ID3	AGER	0.97175	50.13	0.128	rgb(218,193,193)	1.9895	2,2
ID3	ANXA2	0.97175	50.13	0.132	rgb(218,192,192)	1.9895	2,2
ID3	ID4	0.97175	50.13	0.131	rgb(218,192,192)	1.9895	2,2
IRF1	ALAS1	0.97175	50.13	0.128	rgb(218,193,193)	1.9895	None
IRF1	CXCL10	0.97175	50.13	0.134	rgb(218,191,192)	1.9895	2,2
IRF1	NFKBIE	0.97175	50.13	0.132	rgb(218,192,192)	1.9895	None
IRF1	PARP14	0.97175	50.13	0.126	rgb(218,193,193)	1.9895	None
IRF1	PSMB9	0.97175	50.13	0.135	rgb(218,191,191)	1.9895	None
IRF1	PSME2	0.97175	50.13	0.125	rgb(218,193,193)	1.9895	2,2
LTF	Mamu-DPB1	0.97175	50.13	0.134	rgb(218,191,192)	1.9895	2,2
LTF	OLFML3	0.97175	50.13	0.131	rgb(218,192,192)	1.9895	2,2
LTF	SOD2	0.97175	50.13	0.131	rgb(218,192,192)	1.9895	2,2
PDZK1IP1	AQP4	0.97175	50.13	0.129	rgb(218,192,193)	1.9895	None
PDZK1IP1	BCAM	0.97175	50.13	0.127	rgb(218,193,193)	1.9895	None
PDZK1IP1	CAV2	0.97175	50.13	0.128	rgb(218,193,193)	1.9895	None
PDZK1IP1	CLIC3	0.97175	50.13	0.128	rgb(218,193,193)	1.9895	None
PDZK1IP1	CYBA	0.97175	50.13	0.131	rgb(218,192,192)	1.9895	2,2
PDZK1IP1	ENSMMUG00000004852	0.97175	50.13	0.125	rgb(218,193,193)	1.9895	2,2
PDZK1IP1	ENSMMUG00000014888	0.97175	50.13	0.125	rgb(218,193,193)	1.9895	2,2
PDZK1IP1	FTL	0.97175	50.13	0.129	rgb(218,192,193)	1.9895	2,2
PDZK1IP1	GPX4	0.97175	50.13	0.126	rgb(218,193,193)	1.9895	None
PDZK1IP1	NME1-NME2	0.97175	50.13	0.128	rgb(218,193,193)	1.9895	2,2
PDZK1IP1	PLLP	0.97175	50.13	0.13	rgb(218,192,192)	1.9895	None
PDZK1IP1	S100A10	0.97175	50.13	0.134	rgb(218,191,192)	1.9895	None
STAT1	PSMB8	0.97175	50.13	0.135	rgb(218,191,191)	1.9895	None
STAT1	RARRES3	0.97175	50.13	0.129	rgb(218,192,193)	1.9895	2,2
YBX3	CTSH	0.97175	50.13	0.126	rgb(218,193,193)	1.9895	None
YBX3	MANF	0.97175	50.13	0.128	rgb(218,192,193)	1.9895	2,2
ZFY	RPS4Y1	0.97175	50.13	0.133	rgb(218,192,192)	1.9895	2,2
ZNF385B	DBI	0.97175	50.13	0.127	rgb(218,193,193)	1.9895	2,2
ZNF385B	NAPSA	0.97175	50.13	0.133	rgb(218,192,192)	1.9895	2,2
ATOH7	PTPRG	0.9679	50.16	0.157	rgb(219,187,187)	1.9901	None
BPTF	PPIB	0.9679	50.16	0.156	rgb(219,187,188)	1.9901	None
CEBPZ	MLEC	0.9679	50.16	0.157	rgb(219,187,187)	1.9901	None
CREBL2	LAPTM4B	0.9679	50.16	0.161	rgb(219,186,187)	1.9901	None
DEAF1	WFDC2	0.9679	50.16	0.164	rgb(219,186,186)	1.9901	None
E4F1	MYLIP	0.9679	50.16	0.164	rgb(219,186,186)	1.9901	None
E4F1	PDLIM2	0.9679	50.16	0.158	rgb(219,187,187)	1.9901	None
GLI4	CAT	0.9679	50.16	0.159	rgb(219,187,187)	1.9901	None
GLIS2	CD81	0.9679	50.16	0.164	rgb(219,186,186)	1.9901	None
GLIS2	HSP90AB1	0.9679	50.16	0.16	rgb(219,186,187)	1.9901	None
HAND1	DNAJB1	0.9679	50.16	0.155	rgb(219,187,188)	1.9901	None
HAND1	LCN2	0.9679	50.16	0.156	rgb(219,187,188)	1.9901	None
HIF3A	CLIC5	0.9679	50.16	0.157	rgb(219,187,187)	1.9901	None
HIF3A	ERRFI1	0.9679	50.16	0.16	rgb(219,186,187)	1.9901	None
HSF5	HSPA8	0.9679	50.16	0.163	rgb(219,186,186)	1.9901	None
IKZF5	GPRC5A	0.9679	50.16	0.158	rgb(219,187,187)	1.9901	None
INSM1	SFTPD	0.9679	50.16	0.163	rgb(219,186,186)	1.9901	None
IRF6	SAT1	0.9679	50.16	0.164	rgb(219,186,186)	1.9901	None
IRF7	PSMB9	0.9679	50.16	0.159	rgb(219,187,187)	1.9901	None
IRF9	APOL2	0.9679	50.16	0.157	rgb(219,187,187)	1.9901	None
IRF9	IRF1	0.9679	50.16	0.156	rgb(219,187,187)	1.9901	None
IRF9	LAP3	0.9679	50.16	0.158	rgb(219,187,187)	1.9901	None
IRF9	WARS	0.9679	50.16	0.16	rgb(219,187,187)	1.9901	2,2
LIN28B	CDS1	0.9679	50.16	0.165	rgb(219,186,186)	1.9901	None
LIN28B	ERRFI1	0.9679	50.16	0.158	rgb(219,187,187)	1.9901	None
MESP1	BPGM	0.9679	50.16	0.159	rgb(219,187,187)	1.9901	None
MESP1	ICAM5	0.9679	50.16	0.16	rgb(219,187,187)	1.9901	None
POU2AF1	SERPINB1	0.9679	50.16	0.162	rgb(219,186,186)	1.9901	None
PRDM14	HHIP	0.9679	50.16	0.16	rgb(219,187,187)	1.9901	None
RBPJL	COL4A2	0.9679	50.16	0.158	rgb(219,187,187)	1.9901	None
SNAI3	GSTM3	0.9679	50.16	0.162	rgb(219,186,186)	1.9901	None
TBX6	SURF4	0.9679	50.16	0.158	rgb(219,187,187)	1.9901	None
TIGD1	LIPE	0.9679	50.16	0.161	rgb(219,186,187)	1.9901	None
TIGD6	KCNJ15	0.9679	50.16	0.158	rgb(219,187,187)	1.9901	None
TIGD6	LAMB1	0.9679	50.16	0.163	rgb(219,186,186)	1.9901	None
ZBTB32	ARFGAP3	0.9679	50.16	0.156	rgb(219,187,188)	1.9901	None
ZBTB32	SCEL	0.9679	50.16	0.163	rgb(219,186,186)	1.9901	None
ZBTB37	VEPH1	0.9679	50.16	0.157	rgb(219,187,187)	1.9901	None
ZFP90	GSTM5	0.9679	50.16	0.156	rgb(219,187,188)	1.9901	None
ZFP92	DUSP22	0.9679	50.16	0.162	rgb(219,186,186)	1.9901	None
ZKSCAN3	ELF3	0.9679	50.16	0.159	rgb(219,187,187)	1.9901	None
ZNF114	NDRG1	0.9679	50.16	0.156	rgb(219,187,188)	1.9901	None
ZNF114	P4HB	0.9679	50.16	0.156	rgb(219,187,187)	1.9901	None
ZNF12	GADD45B	0.9679	50.16	0.158	rgb(219,187,187)	1.9901	None
ZNF135	RPS5	0.9679	50.16	0.163	rgb(219,186,186)	1.9901	None
ZNF157	DHRS3	0.9679	50.16	0.156	rgb(219,187,187)	1.9901	None
ZNF157	LCN2	0.9679	50.16	0.161	rgb(219,186,187)	1.9901	None
ZNF175	NFKBIA	0.9679	50.16	0.156	rgb(219,187,187)	1.9901	None
ZNF205	ANXA2	0.9679	50.16	0.157	rgb(219,187,187)	1.9901	None
ZNF276	STEAP4	0.9679	50.16	0.158	rgb(219,187,187)	1.9901	None
ZNF416	MUC1	0.9679	50.16	0.16	rgb(219,186,187)	1.9901	None
ZNF423	CRIP2	0.9679	50.16	0.165	rgb(219,186,186)	1.9901	None
ZNF429	RPL8	0.9679	50.16	0.162	rgb(219,186,186)	1.9901	None
ZNF521	ATOH8	0.9679	50.16	0.164	rgb(219,186,186)	1.9901	None
ZNF521	COL4A2	0.9679	50.16	0.155	rgb(219,187,188)	1.9901	None
ZNF541	SERTAD1	0.9679	50.16	0.158	rgb(219,187,187)	1.9901	None
ZNF552	NR4A1	0.9679	50.16	0.155	rgb(219,187,188)	1.9901	None
ZNF565	PARD6B	0.9679	50.16	0.162	rgb(219,186,186)	1.9901	None
ZNF581	SERTAD1	0.9679	50.16	0.161	rgb(219,186,187)	1.9901	None
ZNF584	CYP4B1	0.9679	50.16	0.155	rgb(219,187,188)	1.9901	None
ZNF584	LAMP3	0.9679	50.16	0.156	rgb(219,187,188)	1.9901	None
ZNF589	COL4A2	0.9679	50.16	0.161	rgb(219,186,187)	1.9901	None
ZNF589	COX7A2	0.9679	50.16	0.165	rgb(219,186,186)	1.9901	None
ZNF595	CD81	0.9679	50.16	0.157	rgb(219,187,187)	1.9901	None
ZNF605	ZFP36L1	0.9679	50.16	0.161	rgb(219,186,187)	1.9901	None
ZNF616	IGF2	0.9679	50.16	0.156	rgb(219,187,188)	1.9901	None
ZNF626	HERPUD1	0.9679	50.16	0.158	rgb(219,187,187)	1.9901	None
ZNF626	TSPAN14	0.9679	50.16	0.156	rgb(219,187,188)	1.9901	None
ZNF701	LDHB	0.9679	50.16	0.161	rgb(219,186,187)	1.9901	None
ZNF708	HSPB1	0.9679	50.16	0.161	rgb(219,186,187)	1.9901	None
ZNF735	S100A6	0.9679	50.16	0.163	rgb(219,186,186)	1.9901	None
ZNF782	CAV1	0.9679	50.16	0.161	rgb(219,186,187)	1.9901	None
ZNF8	CTSH	0.9679	50.16	0.164	rgb(219,186,186)	1.9901	None
ZNF8	MALL	0.9679	50.16	0.157	rgb(219,187,187)	1.9901	None
